KeyGen (cycles),Enc (cycles),Dec (cycles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightSaber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325725.000000,384207.000000,282525.000000,283438.000000,281256.000000,282856.000000,281687.000000,281175.000000,280950.000000,281494.000000,284606.000000,281331.000000,281419.000000,281068.000000,281181.000000,280781.000000,280900.000000,171579.000000,167315.000000,168524.000000,286875.000000,169803.000000,169694.000000,170227.000000,281543.000000,285162.000000,283825.000000,283456.000000,282906.000000,379404.000000,157488.000000,159006.000000,158512.000000,145579.000000,145327.000000,145055.000000,145188.000000,145073.000000,145106.000000,145155.000000,148309.000000,148758.000000,145297.000000,145091.000000,171385.000000,206535.000000,145531.000000,145254.000000,145252.000000,145458.000000,148321.000000,145340.000000,148579.000000,148479.000000,148603.000000,148354.000000,144936.000000,145009.000000,145275.000000,148521.000000,145200.000000,148000.000000,145985.000000,145330.000000,145052.000000,148491.000000,145309.000000,145236.000000,148055.000000,145078.000000,145137.000000,145027.000000,145240.000000,145261.000000,212621.000000,262525.000000,160897.000000,189679.000000,156737.000000,147943.000000,148845.000000,145560.000000,145776.000000,149290.000000,149400.000000,148709.000000,147739.000000,146449.000000,145094.000000,145791.000000,149603.000000,151882.000000,151942.000000,148930.000000,146394.000000,145373.000000,145364.000000,145864.000000,145212.000000,202597.000000,145812.000000,144973.000000,145137.000000,145127.000000,147949.000000,145109.000000,148336.000000,144954.000000,145230.000000,144909.000000,250912.000000,146188.000000,145394.000000,148515.000000,145018.000000,145039.000000,145172.000000,145230.000000,145037.000000,145145.000000,148379.000000,148449.000000,148409.000000,145273.000000,148512.000000,155345.000000,176985.000000,157558.000000,148785.000000,145954.000000,147682.000000,146346.000000,145542.000000,146024.000000,145642.000000,145963.000000,146243.000000,148028.000000,145797.000000,145819.000000,145421.000000,145113.000000,148609.000000,174665.000000,145388.000000,145109.000000,145321.000000,144954.000000,148206.000000,145148.000000,145246.000000,148125.000000,148279.000000,145103.000000,145076.000000,145443.000000,145128.000000,144997.000000,145194.000000,145103.000000,146536.000000,145848.000000,148603.000000,145009.000000,145848.000000,145012.000000,145179.000000,145215.000000,145206.000000,145164.000000,148382.000000,148536.000000,145218.000000,150079.000000,145197.000000,148470.000000,145130.000000,156761.000000,155885.000000,155467.000000,225700.000000,263726.000000,263279.000000,241930.000000,277312.000000,275249.000000,254633.000000,314629.000000,292153.000000,274288.000000,238915.000000,160227.000000,238954.000000,251967.000000,271066.000000,254997.000000,292309.000000,242666.000000,247246.000000,249409.000000,247073.000000,243879.000000,253806.000000,159533.000000,159458.000000,159119.000000,155954.000000,156482.000000,157175.000000,159225.000000,208476.000000,264804.000000,215457.000000,243403.000000,241954.000000,247212.000000,244861.000000,251833.000000,221373.000000,160849.000000,155327.000000,159712.000000,157685.000000,155297.000000,159854.000000,162518.000000,203046.000000,160585.000000,157330.000000,158827.000000,158227.000000,165864.000000,147761.000000,147940.000000,147634.000000,147455.000000,145791.000000,171668.000000,145127.000000,145267.000000,172392.000000,155870.000000,159749.000000,155915.000000,160015.000000,155800.000000,191157.000000,157312.000000,161897.000000,155888.000000,157242.000000,155815.000000,156224.000000,146691.000000,145021.000000,144981.000000,145672.000000,146073.000000,148751.000000,145473.000000,148745.000000,145076.000000,145118.000000,145049.000000,145251.000000,145197.000000,145166.000000,145257.000000,145303.000000,213891.000000,145094.000000,145079.000000,145149.000000,145058.000000,145182.000000,145100.000000,145030.000000,148194.000000,148421.000000,148490.000000,145291.000000,145273.000000,145873.000000,145361.000000,145106.000000,148627.000000,146130.000000,145006.000000,145766.000000,148530.000000,144876.000000,144936.000000,145384.000000,145140.000000,231503.000000,145434.000000,145170.000000,145652.000000,145284.000000,154488.000000,145170.000000,145258.000000,171753.000000,145375.000000,148530.000000,145273.000000,145445.000000,240464.000000,149152.000000,148794.000000,148530.000000,145212.000000,145148.000000,145158.000000,145757.000000,144855.000000,144997.000000,148576.000000,146212.000000,145279.000000,148103.000000,145009.000000,145024.000000,145058.000000,144818.000000,148255.000000,148597.000000,144967.000000,145172.000000,145164.000000,148312.000000,145103.000000,148400.000000,148267.000000,148285.000000,262659.000000,215430.000000,145137.000000,144997.000000,144949.000000,144803.000000,155922.000000,145646.000000,145076.000000,148282.000000,145328.000000,145003.000000,145015.000000,148460.000000,148167.000000,144955.000000,145945.000000,145421.000000,145291.000000,145179.000000,144894.000000,145106.000000,145003.000000,144864.000000,145191.000000,148470.000000,145218.000000,145842.000000,145012.000000,148361.000000,145255.000000,145424.000000,168596.000000,145721.000000,145330.000000,145149.000000,145030.000000,144897.000000,145297.000000,145173.000000,144876.000000,148361.000000,145188.000000,148552.000000,145097.000000,148400.000000,148191.000000,148400.000000,148333.000000,206397.000000,144997.000000,145261.000000,148724.000000,145294.000000,145924.000000,145182.000000,145127.000000,145334.000000,145173.000000,148539.000000,144963.000000,145145.000000,145079.000000,145028.000000,148227.000000,145012.000000,146364.000000,145303.000000,145160.000000,148533.000000,145064.000000,145354.000000,148345.000000,148409.000000,145155.000000,144979.000000,148582.000000,148621.000000,147864.000000,145252.000000,145006.000000,148443.000000,145366.000000,145882.000000,145048.000000,145233.000000,145261.000000,148436.000000,145058.000000,145027.000000,148070.000000,148412.000000,148258.000000,145109.000000,145094.000000,148494.000000,144922.000000,145012.000000,145148.000000,145682.000000,146042.000000,144937.000000,145131.000000,144997.000000,148018.000000,144979.000000,145176.000000,145081.000000,145039.000000,148391.000000,144978.000000,144960.000000,145436.000000,145306.000000,145467.000000,145000.000000,190874.000000,145733.000000,148206.000000,145349.000000,148534.000000,145297.000000,145006.000000,145079.000000,148224.000000,148267.000000,148433.000000,145084.000000,145012.000000,148594.000000,145242.000000,145209.000000,146239.000000,146730.000000,145182.000000,145357.000000,148518.000000,148563.000000,148491.000000,145303.000000,148318.000000,145255.000000,145073.000000,145070.000000,148327.000000,148115.000000,145667.000000,148254.000000,145115.000000,145012.000000,146531.000000,144982.000000,145227.000000,145024.000000,144997.000000,145497.000000,166430.000000,146349.000000,148533.000000,148560.000000,145025.000000,145109.000000,145191.000000,148122.000000,148794.000000,148167.000000,145097.000000,145361.000000,145158.000000,145291.000000,145155.000000,145285.000000,148200.000000,148606.000000,145012.000000,145091.000000,148391.000000,145158.000000,145461.000000,145088.000000,145637.000000,145624.000000,148433.000000,145179.000000,145209.000000,145288.000000,148555.000000,148436.000000,144961.000000,145091.000000,144976.000000,148254.000000,145197.000000,144866.000000,144794.000000,144991.000000,145115.000000,144961.000000,144924.000000,146061.000000,152939.000000,145303.000000,145006.000000,145085.000000,148291.000000,148679.000000,148337.000000,145130.000000,145021.000000,145066.000000,145185.000000,145194.000000,145006.000000,145045.000000,148315.000000,148048.000000,145767.000000,152858.000000,145188.000000,148437.000000,148387.000000,145279.000000,145094.000000,145200.000000,145497.000000,144925.000000,148164.000000,145403.000000,145006.000000,148527.000000,145058.000000,145136.000000,148424.000000,145045.000000,169817.000000,145094.000000,145282.000000,148209.000000,145055.000000,209644.000000,148912.000000,148615.000000,148585.000000,148151.000000,145188.000000,144843.000000,144994.000000,145133.000000,148082.000000,144928.000000,145043.000000,146367.000000,145591.000000,145154.000000,148358.000000,144958.000000,148345.000000,148455.000000,148355.000000,148267.000000,148297.000000,144945.000000,144918.000000,145388.000000,145045.000000,148218.000000,205961.000000,233137.000000,242191.000000,148054.000000,145443.000000,145103.000000,145188.000000,145300.000000,148237.000000,148803.000000,145281.000000,145018.000000,145267.000000,145394.000000,145839.000000,148294.000000,145094.000000,145412.000000,148539.000000,148218.000000,148285.000000,145360.000000,148485.000000,145157.000000,145064.000000,145182.000000,145285.000000,145064.000000,145427.000000,145306.000000,145146.000000,145073.000000,148324.000000,148355.000000,145309.000000,145115.000000,148491.000000,145066.000000,145124.000000,144809.000000,148384.000000,147879.000000,145148.000000,148358.000000,148403.000000,145036.000000,145158.000000,145182.000000,148333.000000,148385.000000,156843.000000,145128.000000,148515.000000,144934.000000,148136.000000,144888.000000,145088.000000,148260.000000,145040.000000,145157.000000,148236.000000,145036.000000,145439.000000,148333.000000,145085.000000,144882.000000,148036.000000,155139.000000,145182.000000,145009.000000,144860.000000,145149.000000,144945.000000,144872.000000,144885.000000,145143.000000,145267.000000,145485.000000,145088.000000,145172.000000,144827.000000,144946.000000,148346.000000,144988.000000,145609.000000,148551.000000,145334.000000,145697.000000,145133.000000,148449.000000,145127.000000,145242.000000,144854.000000,148343.000000,145148.000000,145097.000000,145109.000000,145152.000000,148488.000000,145134.000000,148187.000000,145346.000000,145109.000000,144951.000000,144994.000000,148221.000000,144976.000000,145067.000000,148282.000000,145091.000000,145015.000000,145188.000000,148239.000000,144840.000000,148175.000000,148388.000000,144994.000000,145027.000000,145254.000000,145170.000000,145006.000000,145297.000000,145146.000000,145191.000000,144845.000000,145118.000000,145070.000000,148309.000000,148115.000000,145097.000000,148070.000000,144855.000000,148152.000000,148240.000000,145048.000000,145258.000000,145052.000000,145246.000000,145324.000000,174480.000000,145015.000000,144791.000000,145673.000000,145088.000000,148039.000000,144915.000000,145143.000000,145194.000000,145112.000000,148387.000000,145203.000000,148191.000000,145276.000000,145169.000000,167728.000000,233812.000000,263060.000000,241682.000000,192524.000000,237578.000000,243151.000000,264975.000000,273879.000000,244603.000000,237009.000000,258558.000000,263434.000000,209809.000000,263509.000000,251414.000000,288474.000000,245815.000000,268712.000000,162027.000000,160267.000000,156118.000000,159003.000000,173291.000000,224248.000000,244945.000000,170473.000000,155294.000000,155494.000000,180927.000000,145367.000000,145660.000000,147009.000000,145600.000000,145527.000000,145612.000000,148694.000000,145573.000000,145227.000000,145243.000000,148488.000000,148509.000000,145372.000000,148500.000000,145124.000000,148815.000000,145276.000000,145118.000000,148455.000000,146694.000000,145482.000000,145064.000000,148321.000000,148109.000000,148424.000000,145524.000000,145330.000000,145330.000000,148512.000000,145694.000000,148388.000000,145861.000000,145582.000000,145800.000000,145161.000000,220691.000000,146330.000000,145878.000000,145367.000000,144869.000000,148473.000000,148285.000000,148400.000000,148570.000000,145818.000000,145078.000000,145079.000000,145639.000000,145591.000000,148245.000000,148100.000000,144806.000000,180373.000000,144945.000000,145203.000000,145112.000000,144918.000000,144821.000000,144973.000000,144945.000000,145015.000000,145042.000000,144909.000000,231900.000000,243306.000000,145812.000000,145991.000000,148251.000000,146355.000000,145476.000000,145185.000000,145279.000000,145294.000000,145236.000000,145324.000000,145633.000000,148413.000000,145030.000000,148346.000000,148466.000000,144939.000000,145239.000000,144985.000000,145254.000000,145148.000000,146194.000000,145306.000000,148576.000000,145070.000000,148619.000000,145291.000000,148658.000000,144894.000000,148639.000000,145240.000000,145100.000000,145442.000000,145151.000000,148127.000000,148179.000000,144970.000000,190963.000000,145584.000000,145064.000000,144985.000000,145073.000000,145064.000000,145012.000000,145016.000000,145340.000000,148131.000000,148076.000000,148082.000000,148470.000000,144997.000000,148118.000000,148361.000000,148076.000000,145545.000000,145361.000000,145134.000000,144857.000000,148509.000000,145179.000000,148185.000000,144928.000000,148243.000000,145018.000000,148406.000000,145015.000000,145021.000000,145082.000000,144972.000000,145075.000000,144991.000000,145542.000000,145258.000000,148315.000000,148630.000000,148597.000000,144909.000000,145251.000000,145233.000000,148536.000000,145015.000000,148500.000000,148300.000000,145155.000000,145103.000000,145051.000000,144791.000000,148306.000000,145394.000000,145515.000000,148464.000000,145088.000000,145191.000000,145024.000000,148612.000000,145072.000000,145124.000000,144970.000000,144988.000000,144978.000000,145051.000000,145366.000000,145263.000000,145157.000000,148433.000000,145258.000000,145054.000000,145661.000000,145167.000000,148525.000000,148530.000000,145224.000000,144913.000000,145106.000000,148379.000000,148273.000000,148076.000000,145006.000000,148476.000000,144897.000000,144916.000000,148400.000000,145524.000000,148057.000000,145194.000000,148530.000000,145209.000000,148539.000000,220862.000000,146206.000000,145430.000000,145315.000000,145364.000000,145015.000000,145267.000000,144967.000000,145206.000000,144909.000000,146637.000000,148506.000000,145739.000000,145785.000000,144921.000000,145197.000000,145467.000000,148367.000000,145355.000000,145161.000000,145167.000000,145400.000000,145100.000000,145160.000000,148560.000000,148633.000000,145075.000000,146715.000000,229482.000000,260651.000000,149239.000000,145363.000000,145285.000000,148630.000000,145261.000000,148639.000000,148497.000000,145182.000000,145188.000000,145279.000000,148449.000000,145149.000000,164037.000000,145418.000000,145443.000000,145140.000000,145124.000000
