"Address A","Port A","Address B","Port B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"::1",41226,"::1",4433,20,24681,11,11005,9,13676,3.607197368,0.020750241000000003,4242842.287952221,5272613.460248485
"::1",41228,"::1",4433,20,24675,11,11005,9,13670,3.632087544,0.01971589600000012,4465432.35975679,5546793.308303073
"::1",41230,"::1",4433,18,24504,10,10919,8,13585,3.6569171259999997,0.023838483000000465,3664327.1302120313,4559014.933961942
"::1",41232,"::1",4433,19,24609,10,10919,9,13690,3.686264942,0.020510625000000005,4258865.831733552,5339671.511716487
"::1",41234,"::1",4433,19,24591,10,10919,9,13672,3.710787526,0.019171585000000047,4556326.459184245,5705109.932225204
"::1",41236,"::1",4433,19,24591,10,10919,9,13672,3.735928098,0.02304011500000014,3791300.520852412,4747198.527437877
"::1",41238,"::1",4433,19,24577,10,10919,9,13658,3.763721571,0.018290716000000096,4775756.18144197,5973740.995158386
"::1",41240,"::1",4433,19,24590,10,10919,9,13671,3.7876136000000002,0.020384347999999886,4285248.662356063,5365293.017956749
"::1",41242,"::1",4433,20,24658,11,11005,9,13653,3.813765195,0.019133298999999937,4601401.985094169,5708581.672193612
"::1",41244,"::1",4433,19,24613,10,10919,9,13694,3.83682651,0.019583565000000025,4460474.893105514,5594078.5040925825
"::1",41246,"::1",4433,19,24574,10,10919,9,13655,3.861819493,0.020025195000000107,4362104.838429765,5455127.90262464
"::1",41248,"::1",4433,20,24688,11,11005,9,13683,3.88715777,0.025569985000000184,3443099.3995498773,4280956.754569829
"::1",41250,"::1",4433,18,24508,10,10919,8,13589,3.9188319700000003,0.02041631399999977,4278539.211338589,5324761.364857595
"::1",41252,"::1",4433,19,24574,10,10919,9,13655,3.9452344200000002,0.023128211999999593,3776859.18825033,4723235.847198302
"::1",41254,"::1",4433,19,24594,11,11005,8,13589,3.973582694,0.021363446999999702,4121057.8049507285,5088691.913809673
"::1",41256,"::1",4433,19,24590,10,10919,9,13671,3.999735248,0.023026870000000255,3793481.2677536737,4749581.684353922
"::1",41258,"::1",4433,19,24596,10,10919,9,13677,4.026691321,0.019126403999999653,4567089.558497331,5720678.074143053
"::1",41260,"::1",4433,19,24574,10,10919,9,13655,4.049976494,0.021471067000000232,4068358.596244847,5087776.960502188
"::1",41262,"::1",4433,19,24593,10,10919,9,13674,4.07834629,0.021280340000000564,4104821.6334888297,5140519.371400884
"::1",41264,"::1",4433,20,24675,11,11005,9,13670,4.104598248,0.01975422399999971,4456768.33471167,5536031.179964427
"::1",41266,"::1",4433,19,24592,10,10919,9,13673,4.129749746,0.01910089500000023,4573188.84795707,5726642.652085083
"::1",41268,"::1",4433,19,24591,10,10919,9,13672,4.15485529,0.0213759919999994,4086453.625169885,5116768.382024239
"::1",41270,"::1",4433,20,24692,11,11005,9,13687,4.180306071,0.021248655999999144,4143320.8763887724,5153078.858258349
"::1",41272,"::1",4433,19,24609,11,11005,8,13604,4.206458234,0.020024892999999544,4396527.861597164,5434835.531955276
"::1",41274,"::1",4433,19,24591,10,10919,9,13672,4.230411054,0.0208278230000003,4194005.2976251403,5251436.984076465
"::1",41276,"::1",4433,20,24663,11,11005,9,13658,4.256905493,0.022163095999999882,3972369.2032918357,4929997.144803261
"::1",41278,"::1",4433,19,24593,10,10919,9,13674,4.284853851,0.022554105999999408,3872997.6705794632,4850203.328830807
"::1",41280,"::1",4433,19,24604,11,11005,8,13599,4.313027089,0.02050744800000004,4293074.399115864,5304999.43240133
"::1",41282,"::1",4433,20,24657,11,11005,9,13652,4.338503821,0.021483206000000088,4098084.801681818,5083784.9806960635
"::1",41284,"::1",4433,18,24492,10,10919,8,13573,4.366554452,0.02627162300000041,3324956.3607089915,4133128.737421297
"::1",41286,"::1",4433,19,24608,10,10919,9,13689,4.398944535,0.023021989000000076,3794285.5415316075,4756843.555089859
"::1",41288,"::1",4433,20,24664,11,11005,9,13659,4.428611837,0.022886997999999714,3846725.5513370996,4774413.839683184
"::1",41290,"::1",4433,19,24591,11,11005,8,13586,4.456797773,0.023551185999999724,3738240.6134451586,4614969.28434947
"::1",41292,"::1",4433,19,24578,10,10919,9,13659,4.485984695,0.022386953999999903,3901915.3744631973,4881057.065646379
"::1",41294,"::1",4433,20,24679,11,11005,9,13674,4.514085946,0.021622483999999886,4071687.600740066,5059178.214676934
"::1",41296,"::1",4433,20,24677,11,11005,9,13672,4.540195057,0.019499955999999763,4514881.982297861,5609038.297317252
"::1",41298,"::1",4433,19,24577,10,10919,9,13658,4.5640952519999995,0.022068179000000576,3958278.569337222,4951201.456178018
"::1",41300,"::1",4433,20,24675,11,11005,9,13670,4.592349413,0.02212976199999961,3978352.7721627355,4941761.235389786
"::1",41302,"::1",4433,19,24593,11,11005,8,13588,4.618842173,0.020178531,4363052.9893380245,5387111.67824853
"::1",41304,"::1",4433,20,24663,10,10919,10,13744,4.644281021,0.023567735999999506,3706423.052261016,4665361.153061215
"::1",41306,"::1",4433,18,24505,10,10919,8,13586,4.6748644729999995,0.021829690000000568,4001522.696840758,4978907.167256941
"::1",41308,"::1",4433,19,24594,10,10919,9,13675,4.702814372,0.022771768000000137,3835977.9530513166,4804194.386663317
"::1",41310,"::1",4433,19,24576,11,11005,8,13571,4.732438827,0.023262395999999796,3784648.838408596,4667103.079149756
"::1",41312,"::1",4433,19,24594,10,10919,9,13675,4.760526692,0.021320339999999938,4097120.4023950957,5131250.252106689
"::1",41314,"::1",4433,18,24505,10,10919,8,13586,4.787790616,0.020402576000000394,4281420.150082926,5327170.451417404
"::1",41316,"::1",4433,20,24692,11,11005,9,13687,4.81430842,0.021503695999999906,4094179.9028409063,5091961.865532348
"::1",41318,"::1",4433,19,24591,10,10919,9,13672,4.84178904,0.020324775999999822,4297808.74337807,5381412.321592176
"::1",41320,"::1",4433,20,24663,11,11005,9,13658,4.8678138650000005,0.02027011699999992,4343339.5081044845,5390398.091930127
"::1",41322,"::1",4433,19,24609,10,10919,9,13690,4.893850153,0.023788555000000322,3672017.909452626,4603894.60393868
"::1",41324,"::1",4433,19,24606,10,10919,9,13687,4.92306919,0.024594514000000345,3551686.3638776834,4452049.75385968
