"Address A","Port A","Address B","Port B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"192.168.1.104",42904,"13.65.102.222",8883,28,9025,15,2128,13,6897,46666.143096977,14.970424717997957,1137.1754857117155,3685.666976012078
"192.168.1.104",42906,"13.65.102.222",8883,28,9022,15,2128,13,6894,46711.210783351,14.978386165996199,1136.5710438583656,3682.1056279885206
"192.168.1.104",42908,"13.65.102.222",8883,28,9024,15,2128,13,6896,46756.273539415,14.973710703001416,1136.9259322331914,3684.323885657936
"192.168.1.104",42910,"13.65.102.222",8883,28,9021,15,2128,13,6893,46801.356921955,14.971124498006247,1137.1223318774178,3683.3572526461658
"192.168.1.104",42912,"13.65.102.222",8883,28,9018,15,2128,13,6890,46846.440440754,14.971081519004656,1137.1255963297854,3681.764736236946
"192.168.1.104",42914,"13.65.102.222",8883,28,9016,15,2128,13,6888,46891.523260554,14.973121365001134,1136.9706813298585,3680.194573778226
"192.168.1.104",42916,"13.65.102.222",8883,29,9086,16,2194,13,6892,46936.603557442,14.967729416996008,1172.6561531817597,3683.6582532947527
"192.168.1.104",42918,"13.65.102.222",8883,28,9023,15,2128,13,6895,46981.682511475,14.969445441995049,1137.2498778238728,3684.839242291167
"192.168.1.104",42920,"13.65.102.222",8883,28,9024,15,2128,13,6896,47026.7645521,14.971100376998947,1137.1241639762868,3684.9662757427036
"192.168.1.104",42922,"13.65.102.222",8883,28,9024,15,2128,13,6896,47071.833484845,14.960051283000212,1137.9640134887202,3687.6878933356275
"192.168.1.104",42924,"13.65.102.222",8883,28,9018,15,2128,13,6890,47116.90457784,14.975399660994299,1136.7977072653086,3680.7031029407785
"192.168.1.104",42926,"13.65.102.222",8883,28,9022,15,2128,13,6894,47161.987961304,14.973329259999446,1136.9548952268635,3683.349176547931
"192.168.1.104",42928,"13.65.102.222",8883,29,9089,16,2194,13,6895,47207.04367029,14.968970415000513,1172.5589344749467,3684.9561773950577
"192.168.1.104",42930,"13.65.102.222",8883,28,9019,15,2128,13,6891,47252.124771893,14.971129855999607,1137.1219249145524,3682.287210801777
"192.168.1.104",42932,"13.65.102.222",8883,28,9017,15,2128,13,6889,47297.203470355,14.974833914995543,1136.8406552377492,3680.3079294797244
"192.168.1.104",42934,"13.65.102.222",8883,28,9024,15,2128,13,6896,47342.287116763,14.971081294999749,1137.125613344035,3684.970972566008
"192.168.1.104",42936,"13.65.102.222",8883,26,8892,14,2062,12,6830,47387.343577343,14.96869506299845,1102.0332721438717,3650.2847957044833
"192.168.1.104",42938,"13.65.102.222",8883,28,9022,15,2128,13,6894,47432.413475389,14.959839719995216,1137.980106648191,3686.6705146769873
"192.168.1.104",42940,"13.65.102.222",8883,28,9021,15,2128,13,6893,47477.484930607,14.973959787996137,1136.9070199886123,3682.659816156722
"192.168.1.104",42942,"13.65.102.222",8883,28,9023,15,2128,13,6895,47522.56688428,14.972416889999295,1137.0241775308195,3684.1079436442674
"192.168.1.104",42944,"13.65.102.222",8883,29,9091,16,2194,13,6897,47567.632071134,14.97348908999993,1172.2050815612597,3684.912692583413
"192.168.1.104",42946,"13.65.102.222",8883,28,9020,15,2128,13,6892,47612.716878095,14.971173022000585,1137.1186462799358,3682.8109540231753
"192.168.1.104",42948,"13.65.102.222",8883,28,9049,15,2152,13,6897,47657.799573778,14.972638548002578,1149.8307358990307,3685.122019282349
"192.168.1.104",42950,"13.65.102.222",8883,28,9021,15,2128,13,6893,47702.853392856,14.971579363002093,1137.0877839428128,3683.2453452621285
"192.168.1.104",42952,"13.65.102.222",8883,29,9086,16,2194,13,6892,47747.937175377,14.964666355997906,1172.8961797377513,3684.4122473803927
"192.168.1.104",42954,"13.65.102.222",8883,28,9022,15,2128,13,6894,47793.014115446,14.970781789001194,1137.1483627199266,3683.9759457665286
"192.168.1.104",42956,"13.65.102.222",8883,28,9021,15,2128,13,6893,47838.073643362,14.972365261004597,1137.0280983151586,3683.052012070671
"192.168.1.104",42958,"13.65.102.222",8883,28,9021,15,2128,13,6893,47883.154410725,14.969742069995846,1137.2273430229332,3683.6974038802064
"192.168.1.104",42960,"13.65.102.222",8883,28,9022,15,2128,13,6894,47928.234186037,14.97278579200065,1136.9961633389046,3683.4828712680487
"192.168.1.104",42962,"13.65.102.222",8883,28,9022,15,2128,13,6894,47973.303505467,14.968488484999398,1137.3225838440885,3684.5403632618168
"192.168.1.104",42964,"13.65.102.222",8883,28,9021,15,2128,13,6893,48018.383992835,14.969449999000062,1137.2495316218817,3683.769277006406
"192.168.1.104",42966,"13.65.102.222",8883,28,9019,15,2128,13,6891,48063.463919146,14.97138337999786,1137.1026689988105,3682.22485529643
"192.168.1.104",42968,"13.65.102.222",8883,28,9020,15,2128,13,6892,48108.546936742,14.973262318999332,1136.9599782138673,3682.29707229792
"192.168.1.104",42970,"13.65.102.222",8883,28,9020,15,2128,13,6892,48153.629893335,14.962028998001188,1137.8135948188763,3685.0616990092553
"192.168.1.104",42972,"13.65.102.222",8883,28,9020,15,2128,13,6892,48198.70424536,14.971939570998074,1137.0604268919801,3682.622397621958
"192.168.1.104",42974,"13.65.102.222",8883,28,9021,15,2128,13,6893,48243.7672339,14.971530300004815,1137.091510277645,3683.2574155750976
"192.168.1.104",42976,"13.65.102.222",8883,28,9021,15,2128,13,6893,48288.839758173,14.962205773001187,1137.800151814464,3685.5528413802163
"192.168.1.104",42978,"13.65.102.222",8883,29,9085,16,2194,13,6891,48333.913605339,14.973197725994396,1172.2278915430766,3681.77866938165
"192.168.1.104",42980,"13.65.102.222",8883,28,9021,15,2128,13,6893,48378.995856638,14.967547132000618,1137.3941134017,3684.2376051118035
"192.168.1.104",42982,"13.65.102.222",8883,28,9023,15,2128,13,6895,48424.074738222,14.967288863997965,1137.4137397019983,3685.3701763370673
